state,action
[ 1 -1  1 -1  1  1  0 -1  0],-7.873200000000001
[ 1 -1  1  0  0  1  0 -1  0],6.130532790000001
[ 1  0  0  0  0  1  0 -1  0],4.657000252941825
[ 1 -1  1 -1  0  1  0  0 -1],-0.5898995100000002
[ 1 -1  1 -1  1  1  0  0 -1],-0.7217100000000001
[ 1 -1  1  0  0  1  0  0 -1],-0.47351393100000005
[ 1  0  0  0  0  1  0  0 -1],-0.3106724901291001
[-1 -1  1  0  0  1  0  0  0],3.4867844010000004
[-1  0  1 -1  0  1  0  0  0],-5.3144100000000005
[-1  0  1  0 -1  1  0  0  0],2.6066649609
[-1  0  1  0  0  1 -1  0  0],0
[-1  0  1  0  0  1  0 -1  0],-5.3144100000000005
[-1  0  1  0  0  1  0  0 -1],-5.3144100000000005
[-1 -1  1  1 -1  1  0  0  0],-7.5685590000000005
[-1 -1  1  1  0  1 -1  0  0],0
[-1 -1  1  1  0  1  0 -1  0],-8.1
[-1 -1  1  1  0  1  0  0 -1],-8.1
[-1 -1  1  1 -1  1  1 -1  0],8.91
[-1 -1  1  1 -1  1  1  0 -1],0
[-1 -1  1  1 -1  1  1  0  0],6.561
[-1 -1  1  1  0  1  0  0  0],4.3046721
[-1  0  1  0  0  1  0  0  0],2.82429536481
[ 0  1  1 -1  0  0  0 -1  0],0
[ 0  1  1  0 -1  0  0 -1  0],0
[ 0  1  1  0  0 -1  0 -1  0],0
[ 0  1  1  0  0  0  0 -1 -1],0
[-1  1  1  1  0 -1  0 -1  0],-5.3144100000000005
[-1  1  1  1  0  0  0 -1 -1],0
[-1  1  1  1 -1  1  0 -1 -1],8.91
[-1  1  1  1 -1  1  0 -1  0],6.561
[-1  1  1  1  0  0  0 -1  0],4.3046721
[ 0  1  1  0  0  0  0 -1  0],2.82429536481
[-1 -1  1  0  0  0  0  1  0],-3.4867844010000004
[-1  0  1 -1  0  0  0  1  0],5.845851000000001
[-1  0  1  0 -1  0  0  1  0],-0.34867844010000015
[-1  0  1  0  0 -1  0  1  0],0
[-1  0  1  0  0  0 -1  1  0],-0.34867844010000015
[-1  0  1  0  0  0  0  1 -1],0
[-1 -1  1  1 -1  0  0  1  0],-5.3144100000000005
[-1 -1  1  1  0 -1  0  1  0],-5.3144100000000005
[-1 -1  1  1  0  0 -1  1  0],-0.5314410000000002
[-1 -1  1  1  0  0  0  1 -1],-5.3144100000000005
[-1 -1  1  1 -1  1 -1  1  0],-8.1
[-1 -1  1  1 -1  1  0  1 -1],8.1
[-1 -1  1  1 -1  1  0  1  0],5.9049
[-1 -1  1  1  0  0  0  1  0],-4.73513931
[-1  0  1  0  0  0  0  1  0],4.4527097735189995
[ 1 -1 -1  0  0  0  0  1  0],-3.138105960900001
[ 1 -1  0 -1  0  0  0  1  0],-3.55652008902
[ 1 -1  0  0 -1  0  0  1  0],-0.34867844010000015
[ 1 -1  0  0  0 -1  0  1  0],-0.34867844010000015
[ 1 -1  0  0  0  0 -1  1  0],-0.34867844010000015
[ 1 -1  0  0  0  0  0  1 -1],-3.4867844010000004
[ 1 -1 -1  1 -1  0  0  1  0],5.3144100000000005
[ 1 -1 -1  1  0 -1  0  1  0],0
[ 1 -1 -1  1  0  0 -1  1  0],-5.3144100000000005
[ 1 -1 -1  1  0  0  0  1 -1],0
[ 1 -1 -1  1 -1  1 -1  1  0],8.91
[ 1 -1 -1  1 -1  1  0  1 -1],0
[ 1 -1 -1  1 -1  1  0  1  0],6.561
[ 1 -1 -1  1  0  0  0  1  0],4.3046721
[ 1 -1  0  0  0  0  0  1  0],2.82429536481
[ 0 -1  1 -1  0  0  0  1  0],-0.6973568802
[ 0 -1  1  0 -1  0  0  1  0],-3.4867844010000004
[ 0 -1  1  0  0 -1  0  1  0],-3.4867844010000004
[ 0 -1  1  0  0  0 -1  1  0],-0.34867844010000015
[ 0 -1  1  0  0  0  0  1 -1],0
[ 1 -1  1 -1 -1  0  0  1  0],-1.0628819999999999
[ 1 -1  1 -1  0 -1  0  1  0],-5.3144100000000005
[ 1 -1  1 -1  0  0 -1  1  0],-0.5314410000000002
[ 1 -1  1 -1  0  0  0  1 -1],-5.3144100000000005
[ 1 -1  1 -1  0  0  0  1  0],-4.3907655420000005
[ 0 -1  1  0  0  0  0  1  0],-0.5936668856830623
[ 1  0 -1 -1  0  0  0  1  0],-4.965731559900001
[ 1  0 -1  0 -1  0  0  1  0],0
[ 1  0 -1  0  0 -1  0  1  0],0
[ 1  0 -1  0  0  0 -1  1  0],0
[ 1  0 -1  0  0  0  0  1 -1],-5.3144100000000005
[ 1 -1 -1 -1  1  0  0  1  0],-5.3144100000000005
[ 1 -1 -1  0  1 -1  0  1  0],0
[ 1 -1 -1  0  1  0 -1  1  0],0
[ 1 -1 -1  0  1  0  0  1 -1],0
[ 1 -1 -1 -1  1  1 -1  1  0],-8.1
[ 1 -1 -1 -1  1  1  0  1 -1],0
[ 1 -1 -1 -1  1  1  0  1  0],-6.561
[ 1 -1 -1  0  1  0  0  1  0],-4.3046721
[ 1  0 -1  0  0  0  0  1  0],2.5701087819771002
[ 1  0  0 -1 -1  0  0  1  0],0
[ 1  0  0 -1  0 -1  0  1  0],0
[ 1  0  0 -1  0  0 -1  1  0],0
[ 1  0  0 -1  0  0  0  1 -1],0
[ 1 -1  1 -1  1 -1 -1  1  0],-8.1
[ 1 -1  1 -1  1 -1  0  1 -1],-8.1
[ 1 -1  1 -1  1 -1  0  1  0],-6.561
[ 1  0  0 -1  0  0  0  1  0],-4.310320690729621
[ 1  0  0  0 -1 -1  0  1  0],0
[ 1  0  0  0 -1  0 -1  1  0],0
[ 1  0  0  0 -1  0  0  1 -1],0
[ 1 -1  1  0 -1 -1  0  1  0],-0.5314410000000002
[ 1 -1  1  0 -1  0 -1  1  0],0
[ 1 -1  1  0 -1  0  0  1 -1],0
[ 1 -1  1  1 -1 -1 -1  1  0],-0.81
[ 1 -1  1  1 -1 -1  0  1 -1],-8.1
[ 1 -1  1  1 -1 -1  0  1  0],-0.6561000000000001
[ 1 -1  1  0 -1  0  0  1  0],-0.43046721000000016
[ 1  0  0  0 -1  0  0  1  0],-0.28242953648100017
[ 1  0  0  0  0 -1 -1  1  0],0
[ 1  0  0  0  0 -1  0  1 -1],0
[ 1 -1  1  0  0 -1 -1  1  0],-0.5314410000000002
[ 1 -1  1  0  0 -1  0  1 -1],0
[ 1 -1  1  1  0 -1 -1  1 -1],-0.81
[ 1 -1  1  1  0 -1 -1  1  0],-0.6561000000000001
[ 1 -1  1  0  0 -1  0  1  0],-0.43046721000000016
[ 1  0  0  0  0 -1  0  1  0],-0.28242953648100017
[ 1  0  0  0  0  0 -1  1 -1],0
[ 1 -1  1  0  0  0 -1  1 -1],0
[ 1 -1  1 -1  1  0 -1  1 -1],-0.81
[ 1 -1  1 -1  1  0 -1  1  0],-0.6561000000000001
[ 1 -1  1  0  0  0 -1  1  0],-0.43046721000000016
[ 1  0  0  0  0  0 -1  1  0],-0.28242953648100017
[ 1 -1  1 -1  1  0  0  1 -1],-6.561
[ 1 -1  1  0  0  0  0  1 -1],-4.3046721
[ 1  0  0  0  0  0  0  1 -1],-4.587101636481
[ 0  1 -1  0 -1  0  0  1  0],0
[ 0  1  0 -1 -1  0  0  1  0],0
[ 0  1  0  0 -1 -1  0  1  0],0
[ 0  1  0  0 -1  0 -1  1  0],0
[ 0  1  0  0 -1  0  0  1 -1],5.3144100000000005
[-1  1  1 -1 -1  0  0  1  0],5.3144100000000005
[-1  1  1  0 -1 -1  0  1  0],5.3144100000000005
[-1  1  1  0 -1  0 -1  1  0],0
[-1  1  1  0 -1  0  0  1 -1],8.1
[-1  1  1 -1 -1  1 -1  1  0],8.91
[-1  1  1 -1 -1  1  0  1 -1],0
[-1  1  1 -1 -1  1  0  1  0],6.561
[-1  1  1  0 -1  0  0  1  0],4.3046721
[ 0  1  0  0 -1  0  0  1  0],2.82429536481
[ 0  0  1 -1 -1  0  0  1  0],0
[ 0  0  1  0 -1 -1  0  1  0],0
[ 0  0  1  0 -1  0 -1  1  0],0
[ 0  0  1  0 -1  0  0  1 -1],0
[-1  0  1  1 -1 -1  0  1  0],-0.5314410000000002
[-1  0  1  1 -1  0 -1  1  0],0
[-1  0  1  1 -1  0  0  1 -1],0
[-1  1  1  1 -1 -1 -1  1  0],-0.81
[-1  1  1  1 -1 -1  0  1 -1],0
[-1  1  1  1 -1 -1  0  1  0],-0.6561000000000001
[-1  0  1  1 -1  0  0  1  0],-0.43046721000000016
[ 0  0  1  0 -1  0  0  1  0],-0.28242953648100017
[-1  0  0  1 -1  0  0  1  0],-3.134967854939101
[ 0 -1  0  1 -1  0  0  1  0],-3.8354628411
[ 0  0 -1  1 -1  0  0  1  0],5.845851000000001
[ 0  0  0  1 -1 -1  0  1  0],0
[ 0  0  0  1 -1  0 -1  1  0],0
[ 0  0  0  1 -1  0  0  1 -1],0
[-1  1  0  1 -1 -1  0  1  0],0
[-1  1  0  1 -1  0 -1  1  0],5.3144100000000005
[-1  1  0  1 -1  0  0  1 -1],0
[-1  1 -1  1 -1  1 -1  1  0],8.91
[-1  1 -1  1 -1  1  0  1 -1],0
[-1  1 -1  1 -1  1  0  1  0],6.561
[-1  1  0  1 -1  0  0  1  0],4.692092589000001
[ 0  0  0  1 -1  0  0  1  0],4.402152062193536
[ 0  1 -1 -1  0  0  1  0  0],-5.3144100000000005
[ 0  1  0 -1 -1  0  1  0  0],5.3144100000000005
[ 0  1  0 -1  0 -1  1  0  0],0
[ 0  1  0 -1  0  0  1 -1  0],-5.845851000000001
[ 0  1  0 -1  0  0  1  0 -1],-5.310923215599001
[-1  1  1 -1 -1  0  1  0  0],-5.3144100000000005
[-1  1  1 -1  0 -1  1  0  0],-8.1
[-1  1  1 -1  0  0  1 -1  0],-8.1
[-1  1  1 -1  0  0  1  0 -1],-8.1
[-1  1  1 -1 -1  1  1 -1  0],-8.1
[-1  1  1 -1 -1  1  1  0 -1],8.1
[-1  1  1 -1 -1  1  1  0  0],-6.561
[-1  1  1 -1  0  0  1  0  0],-6.99146721
[ 0  1  0 -1  0  0  1  0  0],4.022242563519001
[ 1  0  0  0 -1 -1  1  0  0],0
[ 1  0  0  0 -1  0  1 -1  0],-5.3144100000000005
[ 1  0  0  0 -1  0  1  0 -1],0
[ 1 -1  1  0 -1 -1  1  0  0],0
[ 1 -1  1  0 -1  0  1 -1  0],8.1
[ 1 -1  1  0 -1  0  1  0 -1],-8.1
[ 1 -1  1 -1 -1 -1  1  1  0],8.991
[ 1 -1  1 -1 -1  0  1  1 -1],-0.81
[ 1 -1  1 -1 -1  0  1  1  0],6.561
[ 1 -1  1  0 -1  0  1  0  0],4.735139310000001
[ 1  0  0  0 -1  0  1  0  0],3.1067249012910008
[ 0  1 -1  0  1  0 -1  0  0],0
[ 0  1  0 -1  1  0 -1  0  0],-5.845851000000001
[ 0  1  0  0  1 -1 -1  0  0],0
[ 0  1  0  0  1  0 -1 -1  0],3.8703306851100003
[ 0  1  0  0  1  0 -1  0 -1],0
[-1  1  1  0  1 -1 -1  0  0],-8.1
[-1  1  1  0  1  0 -1 -1  0],5.8989951000000005
[-1  1  1  0  1  0 -1  0 -1],0
[-1  1  1  0  1  0 -1  0  0],6.561
[ 0  1  0  0  1  0 -1  0  0],4.3046721
[-1 -1  1  0  0  0  0  0  1],-5.3144100000000005
[-1  0  1 -1  0  0  0  0  1],-4.965731559900001
[-1  0  1  0 -1  0  0  0  1],-0.706158074601
[-1  0  1  0  0 -1  0  0  1],0.06973568801999974
[-1  0  1  0  0  0 -1  0  1],-6.0117668802
[-1  0  1  0  0  0  0 -1  1],-0.7322247242100001
[-1 -1  1  1 -1  0  0  0  1],-8.1
[-1 -1  1  1  0 -1  0  0  1],-0.5314410000000002
[-1 -1  1  1  0  0 -1  0  1],-5.3144100000000005
[-1 -1  1  1  0  0  0 -1  1],0
[-1 -1  1  1  0  0  0  0  1],-1.0865672100000001
[-1  0  1  0  0  0  0  0  1],3.2941270362489394
[ 1 -1 -1  0  0  0  0  0  1],-7.751321559900002
[ 1 -1  0 -1  0  0  0  0  1],-5.845851000000001
[ 1 -1  0  0 -1  0  0  0  1],-0.34867844010000015
[ 1 -1  0  0  0 -1  0  0  1],-3.4867844010000004
[ 1 -1  0  0  0  0 -1  0  1],-5.3144100000000005
[ 1 -1  0  0  0  0  0 -1  1],-5.3144100000000005
[ 1 -1 -1  1 -1  0  0  0  1],-7.5685590000000005
[ 1 -1 -1  1  0 -1  0  0  1],0
[ 1 -1 -1  1  0  0 -1  0  1],-8.1
[ 1 -1 -1  1  0  0  0 -1  1],0
[ 1 -1 -1  1 -1  1 -1  0  1],8.91
[ 1 -1 -1  1 -1  1  0 -1  1],0
[ 1 -1 -1  1 -1  1  0  0  1],6.561
[ 1 -1 -1  1  0  0  0  0  1],4.3046721
[ 1 -1  0  0  0  0  0  0  1],2.82429536481
[ 0 -1  1 -1  0  0  0  0  1],-5.3144100000000005
[ 0 -1  1  0 -1  0  0  0  1],-3.4867844010000004
[ 0 -1  1  0  0 -1  0  0  1],3.1381059609000004
[ 0 -1  1  0  0  0 -1  0  1],-5.8989951000000005
[ 0 -1  1  0  0  0  0 -1  1],0
[ 1 -1  1 -1 -1  0  0  0  1],-8.1
[ 1 -1  1 -1  0 -1  0  0  1],-8.1
[ 1 -1  1 -1  0  0 -1  0  1],-8.91
[ 1 -1  1 -1  0  0  0 -1  1],-8.1
[ 1 -1  1 -1  0  0  0  0  1],-7.2171
[ 0 -1  1  0  0  0  0  0  1],2.216389570848
[ 1  0 -1 -1  0  0  0  0  1],-0.8801194401000001
[ 1  0 -1  0 -1  0  0  0  1],3.3040218411000017
[ 1  0 -1  0  0 -1  0  0  1],-5.3144100000000005
[ 1  0 -1  0  0  0 -1  0  1],-5.3144100000000005
[ 1  0 -1  0  0  0  0 -1  1],-5.3144100000000005
[ 1  0 -1  0  0  0  0  0  1],2.0484006449391012
[ 1  0  0 -1 -1  0  0  0  1],5.16651528411
[ 1  0  0 -1  0 -1  0  0  1],5.3144100000000005
[ 1  0  0 -1  0  0 -1  0  1],-5.3144100000000005
[ 1  0  0 -1  0  0  0 -1  1],-5.3144100000000005
[ 1  0  0 -1  0  0  0  0  1],2.988083833542902
[ 1  0  0  0 -1 -1  0  0  1],0
[ 1  0  0  0 -1  0 -1  0  1],-4.782969
[ 1  0  0  0 -1  0  0 -1  1],-5.3144100000000005
[ 1 -1  1  0 -1 -1  0  0  1],-0.5314410000000002
[ 1 -1  1  0 -1  0 -1  0  1],-8.1
[ 1 -1  1  0 -1  0  0 -1  1],0
[ 1 -1  1  1 -1 -1 -1  0  1],-0.81
[ 1 -1  1  1 -1 -1  0 -1  1],8.1
[ 1 -1  1  1 -1 -1  0  0  1],-0.6561000000000001
[ 1 -1  1  0 -1  0  0  0  1],-0.43046721000000016
[ 1  0  0  0 -1  0  0  0  1],3.7946325957642904
[ 1  0  0  0  0 -1 -1  0  1],0
[ 1  0  0  0  0 -1  0 -1  1],-3.4867844010000004
[ 1 -1  1  0  0 -1 -1  0  1],-5.3144100000000005
[ 1 -1  1  0  0 -1  0 -1  1],5.3144100000000005
[ 1 -1  1  1  0 -1 -1 -1  1],-8.1
[ 1 -1  1  1  0 -1 -1  0  1],-6.561
[ 1 -1  1  0  0 -1  0  0  1],3.8742048900000006
[ 1  0  0  0  0 -1  0  0  1],3.8459619363519
[ 1  0  0  0  0  0 -1 -1  1],3.4867844010000004
[ 1 -1  1  0  0  0 -1 -1  1],-8.1
[ 1 -1  1  0  0  0 -1  0  1],-7.28271
[ 1  0  0  0  0  0 -1  0  1],3.826853496900002
[ 1 -1  1  0  0  0  0 -1  1],-6.561
[ 1  0  0  0  0  0  0 -1  1],2.4940409212979997
[ 0  1 -1  0 -1  0  0  0  1],-3.4867844009999995
[ 0  1  0 -1 -1  0  0  0  1],-5.3144100000000005
[ 0  1  0  0 -1 -1  0  0  1],5.845851000000001
[ 0  1  0  0 -1  0 -1  0  1],0
[ 0  1  0  0 -1  0  0 -1  1],-6.534755364239101
[-1  1  1 -1 -1  0  0  0  1],-8.1
[-1  1  1  0 -1 -1  0  0  1],-0.5314410000000002
[-1  1  1  0 -1  0 -1  0  1],-5.3144100000000005
[-1  1  1  0 -1  0  0 -1  1],-0.5314410000000002
[-1  1  1  0 -1  0  0  0  1],-0.8718000921
[ 0  1  0  0 -1  0  0  0  1],4.278822974506712
[ 1  1 -1 -1  0 -1  0  0  1],-8.1
[ 1  1 -1  0 -1 -1  0  0  1],0
[ 1  1 -1  0  0 -1 -1  0  1],0
[ 1  1 -1  0  0 -1  0 -1  1],-8.631441
[ 1  1 -1  0  0 -1  0  0  1],-6.561
[-1  1  1 -1  0 -1  0  0  1],6.377292000000001
[-1  1  1 -1  0  0 -1  0  1],8.1
[-1  1  1 -1  0  0  0 -1  1],-5.3144100000000005
[-1  1  1 -1  1 -1 -1  0  1],8.1
[-1  1  1 -1  1 -1  0 -1  1],-8.1
[-1  1  1 -1  1 -1  0  0  1],6.561
[-1  1  1 -1  0  0  0  0  1],4.3046721
[-1 -1  0  1  0  0  0  0  1],-0.8801194401000001
[-1  0 -1  1  0  0  0  0  1],5.3144100000000005
[-1  0  0  1 -1  0  0  0  1],-3.4867844010000004
[-1  0  0  1  0 -1  0  0  1],3.4867844010000004
[-1  0  0  1  0  0 -1  0  1],-3.4867844010000004
[-1  0  0  1  0  0  0 -1  1],0
[-1 -1  1  1  1 -1 -1  0  1],-0.81
[-1 -1  1  1  1 -1  0 -1  1],0
[-1 -1  1  1  1 -1  0  0  1],-0.6561000000000001
[-1  0  0  1  0  0  0  0  1],4.2333824253519
[-1 -1 -1  1  1  0  0  0  1],8.91
[-1  0 -1  1  1 -1  0  0  1],0
[-1  0 -1  1  1  0 -1  0  1],0
[-1  0 -1  1  1  0  0 -1  1],0
[-1  0 -1  1  1  0  0  0  1],6.561
[-1 -1  0  1  0  1  0  0  0],-8.1
[-1  0 -1  1  0  1  0  0  0],-8.1
[-1  0  0  1 -1  1  0  0  0],-4.930863715890001
[-1  0  0  1  0  1 -1  0  0],4.21900912521
[-1  0  0  1  0  1  0 -1  0],3.3040218411000017
[-1  0  0  1  0  1  0  0 -1],-4.8361131
[-1  0  0  1  0  1  0  0  0],-4.5733516110000005
[ 0  1  0 -1  0  1  0  0 -1],0
[ 0  1  0  0 -1  1  0  0 -1],0
[ 0  1  0  0  0  1 -1  0 -1],0
[ 0  1  0  0  0  1  0 -1 -1],0
[-1  1  1 -1  0  1  0  0 -1],5.845851000000001
[-1  1  1  0 -1  1  0  0 -1],8.1
[-1  1  1  0  0  1 -1  0 -1],0
[-1  1  1  0  0  1  0 -1 -1],0
[-1  1  1 -1  1  1 -1  0 -1],8.1
[-1  1  1 -1  1  1  0 -1 -1],0
[-1  1  1 -1  1  1  0  0 -1],6.561
[-1  1  1  0  0  1  0  0 -1],4.3046721
[ 0  1  0  0  0  1  0  0 -1],2.82429536481
[ 0 -1  1  0  0  1  0  0 -1],-0.34867844010000015
[ 0  0  1 -1  0  1  0  0 -1],-5.3144100000000005
[ 0  0  1  0 -1  1  0  0 -1],5.663088440100001
[ 0  0  1  0  0  1 -1  0 -1],0
[ 0  0  1  0  0  1  0 -1 -1],0
[-1  0  1  1 -1  1  0  0 -1],8.91
[-1  0  1  1  0  1 -1  0 -1],0
[-1  0  1  1  0  1  0 -1 -1],0
[-1  0  1  1  0  1  0  0 -1],5.9049
[ 0  0  1  0  0  1  0  0 -1],2.386699187345191
[ 1  1 -1  0 -1  1 -1  0  0],8.1
[ 1  1 -1  0  0  1 -1 -1  0],-5.3144100000000005
[ 1  1 -1  0  0  1 -1  0 -1],0
[ 1  1 -1  0  0  1 -1  0  0],-5.208653241
[ 1 -1  1 -1  0  1  1 -1 -1],0
[ 1 -1  1 -1  0  1  1  0 -1],-0.6561000000000001
[ 1 -1  1 -1  0  1  0  0  0],-0.4778186031000001
[ 0  1  0 -1 -1  1  0  0  0],0
[ 0  1  0 -1  0  1 -1  0  0],0
[ 0  1  0 -1  0  1  0 -1  0],0
[-1  1  1 -1 -1  1  0  0  0],-8.1
[-1  1  1 -1  0  1 -1  0  0],0
[-1  1  1 -1  0  1  0 -1  0],5.3144100000000005
[-1  1  1 -1  0  1  1 -1 -1],0
[-1  1  1 -1  0  1  1  0 -1],6.561
[-1  1  1 -1  0  1  0  0  0],4.735139310000001
[ 0  1  0 -1  0  1  0  0  0],3.1067249012910008
[ 0  1 -1  0 -1  0  1  0  0],0
[ 0  1  0  0 -1 -1  1  0  0],0
[ 0  1  0  0 -1  0  1 -1  0],-5.845851000000001
[ 0  1  0  0 -1  0  1  0 -1],-5.3144100000000005
[-1  1  1  0 -1 -1  1  0  0],5.845851000000001
[-1  1  1  0 -1  0  1 -1  0],5.3144100000000005
[-1  1  1  0 -1  0  1  0 -1],8.1
[-1  1  1 -1 -1 -1  1  1  0],8.1
[-1  1  1  0 -1 -1  1  1 -1],0
[-1  1  1  0 -1 -1  1  1  0],6.561
[-1  1  1  0 -1  0  1  0  0],4.3046721
[ 0  1  0  0 -1  0  1  0  0],2.82429536481
[ 0 -1  1 -1  0  1  0  0  0],-0.456768756531
[ 0  0  1 -1 -1  1  0  0  0],-5.3144100000000005
[ 0  0  1 -1  0  1 -1  0  0],-5.3144100000000005
[ 0  0  1 -1  0  1  0 -1  0],0
[-1 -1  1 -1  1  1  0  0  0],-8.1
[-1  0  1 -1  1  1 -1  0  0],8.1
[-1  0  1 -1  1  1  0 -1  0],0
[-1  0  1 -1  1  1  0  0 -1],0
[-1  0  1 -1  1  1  0  0  0],5.9049
[ 0  0  1 -1  0  1  0  0  0],-4.7431438090279014
[ 1  1 -1  0 -1  1  0 -1  0],-5.3144100000000005
[ 1  1 -1  0 -1  1  0  0 -1],0
[ 1  1 -1 -1 -1  1 -1  0  1],8.1
[ 1  1 -1 -1 -1  1  0 -1  1],-0.81
[ 1  1 -1 -1 -1  1  0  0  1],6.561
[ 1  1 -1  0 -1  1  0  0  0],4.735139310000001
[ 0  1  0  0 -1  1 -1  0  0],0
[ 0  1  0  0 -1  1  0 -1  0],0
[-1  1  1  0 -1  1 -1  0  0],-7.46758521
[-1  1  1  0 -1  1  0 -1  0],0
[-1  1  1  0 -1  1  0  0  0],3.2181048899999993
[ 0  1  0  0 -1  1  0  0  0],2.5418658283289997
[ 1  1 -1  0  0  1  0 -1 -1],-5.3144100000000005
[ 1  1 -1 -1  0  1  1 -1 -1],-0.81
[ 1  1 -1 -1  0  1  1 -1  0],-0.6561000000000001
[ 1  1 -1  0  0  1  0 -1  0],-0.43046721000000016
[ 0  1  0  0  0  1 -1 -1  0],0
[-1  1  1  0  0  1 -1 -1  0],0
[-1  1  1 -1  1  1 -1 -1  0],8.91
[-1  1  1 -1  1  1  0 -1  0],6.561
[-1  1  1  0  0  1  0 -1  0],4.3046721
[ 0  1  0  0  0  1  0 -1  0],2.82429536481
[ 0 -1  1  0  0  1  0 -1  0],4.965731559900001
[ 0  0  1  0 -1  1  0 -1  0],0
[ 0  0  1  0  0  1 -1 -1  0],0
[-1  0  1  1 -1  1  0 -1  0],5.845851000000001
[-1  0  1  1  0  1 -1 -1  0],0
[-1  0  1  1  0  1  0 -1  0],4.079039310000002
[ 0  0  1  0  0  1  0 -1  0],3.591775353519002
[ 0  1 -1  1 -1  1 -1  0  0],8.1
[ 0  1 -1  1 -1  1  0 -1  0],0
[ 0  1 -1  1 -1  1  0  0 -1],0
[ 0  1 -1  1 -1  1  0  0  0],6.561
[-1  0  0  0 -1  1  0  1  0],-3.4867844010000004
[ 0 -1  0  0 -1  1  0  1  0],-3.4867844010000004
[ 0  0 -1  0 -1  1  0  1  0],-0.38354628411000014
[ 0  0  0 -1 -1  1  0  1  0],-0.4532819721300001
[ 0  0  0  0 -1  1 -1  1  0],3.451916556990001
[ 0  0  0  0 -1  1  0  1 -1],-0.3835462841100001
[-1  1 -1  0 -1  1  0  1  0],-5.3144100000000005
[-1  1  0 -1 -1  1  0  1  0],0
[-1  1  0  0 -1  1 -1  1  0],5.3144100000000005
[-1  1  0  0 -1  1  0  1 -1],0
[-1  1 -1 -1 -1  1  1  1  0],-8.1
[-1  1 -1  0 -1  1  1  1 -1],8.1
[-1  1 -1  0 -1  1  1  1  0],5.9049
[-1  1  0  0 -1  1  0  1  0],-4.3046721
[ 0  0  0  0 -1  1  0  1  0],2.76155336085121
[ 0  1 -1  0  0 -1  0  1  0],0
[ 0  1  0 -1  0 -1  0  1  0],0
[ 0  1  0  0  0 -1 -1  1  0],0
[ 0  1  0  0  0 -1  0  1 -1],0
[-1  1  1 -1  0 -1  0  1  0],-8.1
[-1  1  1  0  0 -1 -1  1  0],0
[-1  1  1  0  0 -1  0  1 -1],0
[-1  1  1  0  0 -1  0  1  0],3.648572100000001
[ 0  1  0  0  0 -1  0  1  0],-4.3046721
[ 0  1 -1  0  0  0 -1  1  0],0
[ 0  1  0 -1  0  0 -1  1  0],0
[ 0  1  0  0  0  0 -1  1 -1],0
[-1  1  1 -1  0  0 -1  1  0],8.91
[-1  1  1  0  0  0 -1  1 -1],0
[-1  1  1  0  0  0 -1  1  0],6.561
[ 0  1  0  0  0  0 -1  1  0],4.3046721
[ 0  1 -1  1  0  0  0 -1  0],-6.455685924792
[ 0  1  0  1 -1  0  0 -1  0],-6.476606631198
[ 0  1  0  1  0 -1  0 -1  0],-6.4835802000000005
[ 0  1  0  1  0  0 -1 -1  0],-6.346192631111464
[ 0  1  0  1  0  0  0 -1 -1],-6.377292000000001
[-1  1  0  1  1 -1  0 -1  0],-5.3144100000000005
[-1  1  0  1  1  0 -1 -1  0],-8.1
[-1  1  0  1  1  0  0 -1 -1],5.8989951000000005
[-1  1  0  1  1  0  0 -1  0],4.2821088210000005
[ 0  1  0  1  0  0  0 -1  0],-0.5314410000000002
[ 1  1 -1  1 -1  1 -1  0 -1],8.1
[ 1  1 -1  1 -1  1  0  0 -1],6.561
[ 1  1 -1  1  0  0  0  0 -1],4.3046721
[ 1  1  0  0  0  0  0  0 -1],-7.104607724691999
[ 0  1  1 -1  0  0  0  0 -1],0
[ 0  1  1  0 -1  0  0  0 -1],0
[ 0  1  1  0  0 -1  0  0 -1],0
[-1  1  1  1  0 -1  0  0 -1],0
[-1  1  1  1  0  0  0  0 -1],6.561
[ 0  1  1  0  0  0  0  0 -1],4.3046721
[-1  0  1  0 -1  0  1  0  0],-3.4867844010000004
[ 0 -1  1  0 -1  0  1  0  0],-5.3144100000000005
[ 0  0  1 -1 -1  0  1  0  0],5.701443068511001
[ 0  0  1  0 -1 -1  1  0  0],0
[ 0  0  1  0 -1  0  1 -1  0],0
[ 0  0  1  0 -1  0  1  0 -1],0
[-1 -1  1  1 -1  0  1  0  0],-5.3144100000000005
[-1  0  1  1 -1 -1  1  0  0],0.0
[-1  0  1  1 -1  0  1 -1  0],0
[-1  0  1  1 -1  0  1  0 -1],8.91
[-1 -1  1  1 -1 -1  1  1  0],-8.1
[-1 -1  1  1 -1  0  1  1 -1],8.1
[-1 -1  1  1 -1  0  1  1  0],5.9049
[-1  0  1  1 -1  0  1  0  0],7.174053279000001
[ 0  0  1  0 -1  0  1  0  0],4.885794654623011
[ 1  0  0  0  0 -1  1 -1  0],-5.3144100000000005
[ 1  0  0  0  0 -1  1  0 -1],0
[ 1 -1  1  0  0 -1  1 -1  0],0
[ 1 -1  1  0  0 -1  1  0 -1],0
[ 1 -1  1  0  0 -1  1  0  0],-6.561
[ 1  0  0  0  0 -1  1  0  0],2.111398618329
[ 1  0  0  0  0  0  1 -1 -1],3.3040218411000017
[ 1 -1  1  0  0  0  1 -1 -1],0
[ 1 -1  1  0  0  0  1 -1  0],5.9049
